span,img_urls,ctype,index,block_num,merge_contents,doc_group,h1,h2,h3
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,238_7," 어린이가 작동하지 못하도록 하십시오. 특히뒷좌석에 어린이를 태웠을 때는 반드시 운전석의 유리창 열림/닫힘 잠금 버튼을 눌러 놓으십시오. 어린이가 유리창을 잘못 작동하면, 심각한 부상을 입을 수 있습니다. 주행 중에 열린 유리창 사이로 얼굴이나 손을 내밀지 않도록 하십시오. 유리창을 여닫을 때는 얼굴, 팔, 손 그 밖의장애물이 없는지 반드시 확인하십시오.",439,5.  편의 장치,유리창 열림/닫힘 장치,전동식
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,238_9,원격 유리창 열림/닫힘 기능 (리모트 윈도우 컨트롤),440,5.  편의 장치,유리창 열림/닫힘 장치,원격 유리창 열림/닫힘 기능 (리모트 윈도우 컨트롤)
"""('HyundaiSansTextKR', 0, 7)""",,text,,238_10,A타입,440,5.  편의 장치,유리창 열림/닫힘 장치,원격 유리창 열림/닫힘 기능 (리모트 윈도우 컨트롤)
,./image/ioniq5_2024/238_11_img.jpeg,image,,238_11,,440,5.  편의 장치,유리창 열림/닫힘 장치,원격 유리창 열림/닫힘 기능 (리모트 윈도우 컨트롤)
"""('HyundaiSansTextKR', 0, 7)""",,text,,238_13,B타입,440,5.  편의 장치,유리창 열림/닫힘 장치,원격 유리창 열림/닫힘 기능 (리모트 윈도우 컨트롤)
,./image/ioniq5_2024/238_14_img.jpeg,image,,238_14,,440,5.  편의 장치,유리창 열림/닫힘 장치,원격 유리창 열림/닫힘 기능 (리모트 윈도우 컨트롤)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,238_15," 시동 'OFF' 상태에서 도어 잠금 버튼(1)을 3초 이상 길게 누르면 도어가 잠긴 뒤 유리창이 올라가기 시작합니다. 유리창은 사용자가누르는 만큼 올라가며, 버튼에서 손을 떼면멈춥니다.  시동 'OFF' 상태에서 도어 잠금 해제 버튼(2)을 3초 이상 길게 누르면 도어가 잠금 해제된 뒤 유리창이 내려가기 시작합니다. 유리창은 사용자가 누르는 만큼 내려가며, 버튼에서 손을 떼면 멈춥니다. ",440,5.  편의 장치,유리창 열림/닫힘 장치,원격 유리창 열림/닫힘 기능 (리모트 윈도우 컨트롤)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,239_1," 원격 유리창 닫힘/열림 기능으로 유리창을열거나 닫는 동안 작동 거리가 변하면 유리창 작동이 멈출 수 있습니다. 반드시 차와 가까운 유리창이 보이는 위치에서 조작 하십시오.  유리창이 올라가는 도중에 일정한 힘에 의해막히면 작동을 멈춥니다. 원격 유리창 닫힘기능을 사용하는 경우, 전체 유리창이 다 닫혔는지를 반드시 확인하십시오. 원격 유리창 열림 기능으로 유리창을 열 때도어도 잠금 해제되므로 주의하여 사용하십시오.",440,5.  편의 장치,유리창 열림/닫힘 장치,원격 유리창 열림/닫힘 기능 (리모트 윈도우 컨트롤)
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,239_4," 원격 유리창 열림/닫힘 기능은 세이프티 파워윈도우 기능이 적용되어 있는 유리창만 적용됩니다.EX.) 운전석/동승석에 세이프티 파워윈도우 기능이 적용이 되면, 해당 유리창만 원격으로 열거나 닫는 기능을 사용할 수 있습니다.",440,5.  편의 장치,유리창 열림/닫힘 장치,원격 유리창 열림/닫힘 기능 (리모트 윈도우 컨트롤)
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,239_6,비전루프,441,5.  편의 장치,비전루프,
,./image/ioniq5_2024/239_7_img.jpeg,image,,239_7,,441,5.  편의 장치,비전루프,
"""('HyundaiSansTextKR', 0, 9)""",,text,,239_8,파워 선블라인드를 열면 비전루프(통유리 지붕)가 나옵니다. 비전루프를 통해 자연광을 쐬거나 주변 경관을 볼 수 있습니다. ,441,5.  편의 장치,비전루프,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,240_0,파워 선블라인드,442,5.  편의 장치,비전루프,파워 선블라인드
"""('HyundaiSansTextKR', 0, 9)""",,text,,240_1,비전루프를 통해 들어오는 직사광선을 차단할때 사용하십시오.,442,5.  편의 장치,비전루프,파워 선블라인드
,./image/ioniq5_2024/240_2_img.jpeg,image,,240_2,,442,5.  편의 장치,비전루프,파워 선블라인드
,./image/ioniq5_2024/240_4_img.jpeg,image,,240_4,,442,5.  편의 장치,비전루프,파워 선블라인드
"""('HyundaiSansTextKR', 0, 9)""",,text,,240_5,시동이 걸린 상태이거나 차량 전원 ‘ON’ 상태에서 파워 선블라인드 스위치를 이용하여 선블라인드를 작동할 수 있습니다. 스위치를 뒤쪽으로 누르면 파워 선블라인드가 열립니다. 스위치를 앞쪽으로 누르면 파워 선블라인드가 닫힙니다.작동 중 멈추려면 스위치를 어느 방향으로든 살짝 누르십시오.,442,5.  편의 장치,비전루프,파워 선블라인드
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,240_7,"  시동 ‘OFF’ 또는 ‘ACC’ 상태가 된 후에도 약3분 동안 파워 선블라인드를 작동할 수 있습니다. 단, 운전석이나 동승석 도어를 열면 3분 이내라도 파워 선블라인드를 작동할 수없습니다. 파워 선블라인드에 발생하는 주름 현상은 재질 특성 상 발생할 수 있는 정상적인 현상입니다.",442,5.  편의 장치,비전루프,파워 선블라인드
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,240_10, 파워 선블라인드 조작은 반드시 차가 정지된상태에서 하십시오. 주행 중에 파워 선블라인드를 조작하면 운전에 방해가 되어 사고가날 수 있습니다. 차량에서 잠시 떠날 때에도 시동을 끄고 키를 휴대하여 어린이가 파워 선블라인드를 작동하지 못하도록 하십시오. 차량 지붕 위에 앉거나 무거운 물체를 올리면 비전루프가 손상될 수 있습니다.,442,5.  편의 장치,비전루프,파워 선블라인드
"""('HyundaiSansTextKR', 0, 9)""",,text,,240_13,파워 선블라인드를 손으로 밀거나 당기지 마십시오. 파워 선블라인드가 손상되어 오작동할수 있습니다.,442,5.  편의 장치,비전루프,파워 선블라인드
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,241_0,물체 끼임 인식 기능,443,5.  편의 장치,비전루프,물체 끼임 인식 기능
,./image/ioniq5_2024/241_1_img.jpeg,image,,241_1,,443,5.  편의 장치,비전루프,물체 끼임 인식 기능
"""('HyundaiSansTextKR', 0, 9)""",,text,,241_2,"파워 선블라인드가 닫히는 중에 일정한 힘이 감지되면 자동으로 작동을 멈추고, 일정 위치만큼 열립니다. 그러나 얇거나 부드러운 물체가끼었을 경우에는 물체 끼임 인식 기능이 작동하지 않습니다.",443,5.  편의 장치,비전루프,물체 끼임 인식 기능
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,241_4," 파워 선블라인드를 작동할 때는 얼굴, 팔, 손등의 장애물이 없는지 반드시 확인하십시오.신체의 일부가 선블라인드에 끼어 다칠 수있습니다. 물체 끼임 인식 기능을 시험하기 위해 의도적으로 신체를 사용하지 마십시오. 다시 열릴 수는 있지만 신체 일부가 낄 수 있습니다. ",443,5.  편의 장치,비전루프,물체 끼임 인식 기능
"""('HyundaiSansTextKR', 0, 9)""",,text,,241_7,파워 선블라인드가 완전히 열리거나 닫히면 스위치에서 손을 떼십시오. 계속 누르고 있으면파원 선블라인드 모터가 고장 날 수 있습니다.,443,5.  편의 장치,비전루프,물체 끼임 인식 기능
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,241_9,파워 선블라인드의 초기화,444,5.  편의 장치,비전루프,파워 선블라인드의 초기화
,./image/ioniq5_2024/241_10_img.jpeg,image,,241_10,,444,5.  편의 장치,비전루프,파워 선블라인드의 초기화
"""('HyundaiSansTextKR', 0, 9)""",,text,,241_11,"다음과 같은 경우에는 파워 선블라인드를 초기화하십시오. 파워 선블라인드와 연결된 배터리 전원이 차단되거나 방전되었을 때 또는 관련 퓨즈를교체하였을 때 파워 선블라인드가 정상적으로 작동하지 않을 경우1. 시동을 걸거나 차량 전원을 ‘ON’ 상태로 두십시오.2. 파워 선블라인드 스위치로 파워 선블라인드를 완전히 닫은 후 손을 떼십시오.3. 파워 선블라인드가 닫힌 상태에서 스위치를앞쪽으로 눌러 파워 선블라인드가 살짝 한번움직일 때까지 계속 눌렀다 손을 떼십시오.4. 파워 선블라인드가 열렸다가 완전히 닫힐 때까지 다시 한번 파워 선블라인드 스위치를앞쪽으로 계속 누르십시오.열림/닫힘 동작이 끝나기 전에는 스위치에서 손을 떼지 마십시오. 도중에 손을 떼면, 처음부터 다시 초기화를 진행하십시오. ",444,5.  편의 장치,비전루프,파워 선블라인드의 초기화
"""('HyundaiSansTextKR', 0, 9)""",,text,,241_13,파워 선블라인드를 초기화하지 않으면 파워 선블라인드가 제대로 작동하지 않을 수 있습니다.,444,5.  편의 장치,비전루프,파워 선블라인드의 초기화
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,242_0,솔라루프,445,5.  편의 장치,솔라루프,
"""('HyundaiSansTextKR', 0, 9)""",,text,,242_1,솔라루프는 햇빛을 이용해 차량의 12 V 배터리와 고전압 배터리를 충전하여 주행 가능 거리를증가시켜주고 배터리 방전을 방지해주는 시스템입니다.,445,5.  편의 장치,솔라루프,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,242_2,솔라루프 작동,446,5.  편의 장치,솔라루프,솔라루프 작동
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,242_3,솔라루프 작동 방법,447,5.  편의 장치,솔라루프,솔라루프 작동
,./image/ioniq5_2024/242_4_img.jpeg,image,,242_4,,447,5.  편의 장치,솔라루프,솔라루프 작동
"""('HyundaiSansTextKR', 0, 8)""",,text,,242_5,[A] 태양전지솔라루프는 차량의 시동 상태와 무관하게 태양전지가 햇빛에 노출되면 자동으로 작동합니다.솔라루프 작동 중 차량의 시동을 끄면 솔라루프가 작동을 멈추었다가 약 5분 후에 다시 작동을시작합니다.,447,5.  편의 장치,솔라루프,솔라루프 작동
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,242_6,"배터리 충전량솔라루프는 햇빛을 이용해 전기를 만들어 차량의 12 V 배터리와 고전압 배터리를 충전합니다.솔라루프가 만들어내는 전기는 햇빛과 온도에따라 달라지며, 햇빛은 강할수록 온도는 낮을수록 더 많은 전기를 만듭니다.",448,5.  편의 장치,솔라루프,솔라루프 작동
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,242_8,"  솔라루프는 햇빛이 강할수록 더 많은 전기를만들지만, 햇빛의 강하고 약함은 사람이 체감하는 양과 다를 수 있습니다. 솔라루프의 태양전지는 낮은 온도에서 발전효율이 더 높으므로 차량이 정지한 상태보다바람에 의해 냉각될 수 있는 주행 상태에서더 많은 전기를 만들 수 있습니다. ",448,5.  편의 장치,솔라루프,솔라루프 작동
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,242_10,솔라루프 작동확인,449,5.  편의 장치,솔라루프,솔라루프 작동확인
"""('HyundaiSansTextKR', 0, 9)""",,text,,242_11,솔라루프의 작동여부는 인포테인먼트 시스템에서 확인할 수 있습니다.솔라루프 작동 상태는 태양전지의 출력에 따라3단계로 표시됩니다.,449,5.  편의 장치,솔라루프,솔라루프 작동확인
,./image/ioniq5_2024/242_12_img.jpeg,image,,242_12,,449,5.  편의 장치,솔라루프,솔라루프 작동확인
"""('HyundaiSansTextKR', 0, 9)""",,text,,242_13,인포테인먼트 시스템 메뉴에서 솔라루프 정보를 선택하면 솔라루프의 누적된 배터리 충전량을 확인할 수 있습니다.,449,5.  편의 장치,솔라루프,솔라루프 작동확인
,./image/ioniq5_2024/242_14_img.png,image,,242_14,,449,5.  편의 장치,솔라루프,솔라루프 작동확인
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,243_0,솔라루프 발전량햇빛을 이용해 작동하는 솔라루프는 햇빛에 노출되는 정도에 따라 발전량이 변합니다.,450,5.  편의 장치,솔라루프,솔라루프 작동확인
,./image/ioniq5_2024/243_0_table.jpeg,table,,243_1,"|    | 햇빛을 이용해 출되는 정도에   | 작동하는 솔라루프는 햇빛에 노 따라 발전량이 변합니다.   |
|---:|:------------------------------|:--------------------------------------------------------|
|  0 | 발전량 수준                   | 환경조건                                                |
|  1 | 발전량                        | 태양이 잘보이지 않는 흐린날                             |
|    | 낮음                          |                                                         |
|  2 |                               | 햇빛이 약한 아침 및 저녁 시간                           |
|  3 | 작동불가                      | 야외가 어두울 정도로 매우 흐                            |
|    |                               | 린날                                                    |
|  4 |                               | 햇빛에 노출되지 않는 야간                               |",450,5.  편의 장치,솔라루프,솔라루프 작동확인
,./image/ioniq5_2024/243_1_table.jpeg,table,,243_8,"|    | 발전량 수준   | 사용조건                     |
|---:|:--------------|:-----------------------------|
|  0 | 발전량        | 먼지로 인해 솔라루프가 오염  |
|    | 미세감소      | 된 경우                      |
|  1 | 발전량        | 그림자가 솔라루프를 부분적으 |
|    | 감소          | 로 가릴 경우 (가로수/신호등/ |
|    |               | 건물그림자 등)               |
|  2 |               | 솔라루프 온도가 과도하게 상  |
|    |               | 승할 경우                    |
|  3 | 작동불가      | 차량이 실내 주차장 또는 터널 |
|    |               | 내부에 위치할 경우           |
|  4 |               | 겨울철 눈으로 인해 솔라루프  |
|    |               | 가 충분히 덮인 경우          |
|  5 |               | 물체가 솔라루프에 근접하여   |
|    |               | 직접적으로 가릴 경우         |",450,5.  편의 장치,솔라루프,솔라루프 작동확인
"""('HyundaiSansTextKR', 0, 9)""",,text,,243_18,시동을 끄더라도 차량이 태양광에 노출될 경우솔라루프가 작동하여 내부 전선 및 제어기에 고전압 전류가 흐를 수 있습니다. ,450,5.  편의 장치,솔라루프,솔라루프 작동확인
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,243_20,솔라루프 시스템 이상,451,5.  편의 장치,솔라루프,솔라루프 작동확인
,./image/ioniq5_2024/243_21_img.png,image,,243_21,,451,5.  편의 장치,솔라루프,솔라루프 작동확인
"""('HyundaiSansTextKR', 0, 9)""",,text,,243_22,솔라 제어기에 문제가 생기면 클러스터 표시창에 “솔라 충전 시스템을 점검하십시오” 경고문이 표시됩니다. 당사 직영 하이테크센터에서점검 및 정비를 받으십시오.,451,5.  편의 장치,솔라루프,솔라루프 작동확인
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,243_24, 솔라루프에 무거운 물건을 올리거나 충격을가할 경우 솔라루프가 고장 날 수 있습니다. 루프랙 등을 설치하여 차량 지붕에 상시 그림자가 발생할 경우 솔라루프가 정상적으로작동하지 않으며 부품의 수명이 저하될 수있습니다.,451,5.  편의 장치,솔라루프,솔라루프 작동확인
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,243_27, 태양전지의 색상 및 간격은 부품의 특성으로 인해 다소 차이가 날 수 있습니다.,451,5.  편의 장치,솔라루프,솔라루프 작동확인
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,244_0,후드,452,5.  편의 장치,후드,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,244_1,후드 여는 방법,453,5.  편의 장치,후드,후드 여는 방법
"""('HyundaiSansTextKR', 0, 9)""",,text,,244_2,1. 후드 열림 레버를 당기십시오. 후드가 조금열립니다.,453,5.  편의 장치,후드,후드 여는 방법
,./image/ioniq5_2024/244_3_img.jpeg,image,,244_3,,453,5.  편의 장치,후드,후드 여는 방법
"""('HyundaiSansTextKR', 0, 9)""",,text,,244_4,"2. 차량의 앞에서 후드를 약간 들어 올리고, 중앙 안쪽의 2차 열림 레버(1)를 왼쪽으로 밀고있는 상태에서 후드(2)를 위로 들어 올리십시오.",453,5.  편의 장치,후드,후드 여는 방법
,./image/ioniq5_2024/244_5_img.jpeg,image,,244_5,,453,5.  편의 장치,후드,후드 여는 방법
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,244_7,후드 닫는 방법,454,5.  편의 장치,후드,후드 닫는 방법
"""('HyundaiSansTextKR', 0, 9)""",,text,,244_8,"1. 후드를 닫기 전에 다음 사항을 먼저 확인 하십시오. 모터룸의 모든 주입구 캡이 정확하게 닫혀있는지 확인하십시오. 모터룸에 불필요한 물건은 없는지 확인하십시오. (장갑, 공구 등)2. 후드를 내린 후 아래로 밀어 닫으십시오.3. 후드가 확실히 닫혔는지 확인하십시오. 후드를 살짝 들어올렸을 때 후드가 열릴 경우에는 후드를 다시 열고 더 센 힘으로 닫으십시오.",454,5.  편의 장치,후드,후드 닫는 방법
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,244_10," 후드를 열거나 닫을 때는 주위가 안전한지확인한 후에 열거나 닫으십시오. 후드가 일정한 높이 이하 또는 이상에서는 스스로 내려가거나 올라가므로 얼굴, 머리 등이 부딪히거나 손, 발등이 끼이지 않도록 항상 주의하십시오. 주행하기 전에 후드가 완전히 닫히고, 클러스터에 후드 열림 경고문 또는 아이콘이 없어졌는지 확인하십시오.완전히 닫히지 않은 상태로 주행하면 맞바람에 후드가 열려 운전자의 시야를 막아 대형사고가 발생할 수 있습니다. 경사가 없는 장소에서 기어를 ‘P’(주차) 위치로 하고 주차 브레이크를 건 후 후드를 여십시오. 모터룸 안에 걸레, 장갑 등 화재를 유발할 수있는 것을 넣고 후드를 닫지 마십시오. 화재를 초래할 수도 있습니다. 특별한 경우를 제외하고는 시동을 끈 후 후드를 열어 작업하십시오. 그러나 시동이 걸린 상태에서 점검 및 작업을 해야 할 경우에는 넥타이나 손수건, 목도리, 옷소매 등이 또는 라디에이터 팬에 닿지 않도록 주의하십시오. 그렇지 않으면 다치거나 차량에 큰 손상을 줄 수 있습니다. 시계나 팔찌, 반지 또한몸에 착용하지 않은 상태로 작업하십시오.",454,5.  편의 장치,후드,후드 닫는 방법
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,245_0,프론트 트렁크,455,5.  편의 장치,프론트 트렁크,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,245_1,프론트 트렁크 여는 방법,456,5.  편의 장치,프론트 트렁크,프론트 트렁크 여는 방법
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,245_2, 후드를 여십시오. 프론트 트렁크 열림 레버(1)를 위로 누른 상태로 프론트 트렁크 커버를 들어올리십시오. ,456,5.  편의 장치,프론트 트렁크,프론트 트렁크 여는 방법
,./image/ioniq5_2024/245_3_img.jpeg,image,,245_3,,456,5.  편의 장치,프론트 트렁크,프론트 트렁크 여는 방법
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,245_5,프론트 트렁크 닫는 방법,457,5.  편의 장치,프론트 트렁크,프론트 트렁크 닫는 방법
"""('HyundaiSansTextKR', 0, 9)""",,text,,245_6,프론트 트렁크 커버를 아래로 눌러 닫으십시오.,457,5.  편의 장치,프론트 트렁크,프론트 트렁크 닫는 방법
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,245_8, 프론트 트렁크 최대 적재 허용량 (사양 적용 시) 2WD: 25kg 4WD: 10kg,457,5.  편의 장치,프론트 트렁크,프론트 트렁크 닫는 방법
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,245_11," 프론트 트렁크 안에 들어가지 마십시오. 프론트 트렁크에 사람이 들어가면 심각한 부상을 입을 수 있습니다. 후드를 열거나 닫을 때는 반드시 주위 안전을 확인하십시오. 일정한 높이 이하 또는 이상에서는 후드가 스스로 내려가거나 올라가므로 얼굴, 머리 등이 부딪히거나 손, 발 등이끼이지 않도록 항상 주의하십시오. 프론트 트렁크를 열거나 닫을 때는 반드시주위 안전을 확인하십시오. 바깥 온도가 높을 때는 프론트 트렁크에 가스 라이터, 스프레이 등 인화성 물질을 포함하고 있는 물건을 보관하지 마십시오. 밀폐된 상태에서 직사광선을 받아 프론트 트렁크내부 온도가 높아지면 폭발할 가능성이 있습니다.",457,5.  편의 장치,프론트 트렁크,프론트 트렁크 닫는 방법
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,246_1," 프론트 트렁크 적재량 이상으로 물건을 보관하지 마십시오. 프론트 트렁크가 파손될 수있습니다. 파손의 우려가 있는 물건은 차량 실내에 보관하십시오. 세차 시 프론트 트렁크에 분사기를 직접 분사하지 마십시오. 세차액이 유입되어 구동장치가 손상될 수 있습니다. 프론트 트렁크 안에 물, 음료 등 액체류 보관시 주의하십시오. 프론트 트렁크 밖으로 액체가 새어 나올 경우 모터룸 내부에 있는 전기 장치가 손상될 수 있습니다. 프론트 트렁크 안에 날카로운 물건 또는 크기가 맞지 않는 물건을 보관하지 마십시오.급정차, 충돌 사고 시 내용물이 파손될 수 있습니다. 프론트 트렁크에 값비싼 물건, 귀중품을 보관하지 마십시오. 주행 중에는 프론트 트렁크에 보관한 물건이움직일 수 있습니다. 파손의 위험이 있거나,프론트 트렁크 벽면과 부딪혀 큰 소리가 나는 물건은 보관하지 마십시오. 바깥 온도가 높을 때는 프론트 트렁크에 플라스틱 제품(안경, 선글라스, 플라스틱 카드등)을 보관하지 마십시오. 밀폐된 상태에서직사광선을 받아 프론트 트렁크 내부 온도가높아지면 플라스틱 제품이 변형될 수 있습니다. 프론트 트렁크 커버 위를 누르거나 물건을올려 놓지 마십시오. 변형 및 파손 될 수 있습니다  프론트 트렁크 커버를 닫을 때 내부에 적재된 물건과 접촉하지 않도록 주의 하십시오.적재된 물건 또는 프론트 트렁크가 변형 또는 파손 될 수 있으며 닫힘 불량에 의한 프론트 트렁크 커버가 주행 중 열려서 이음 및 파손될 수 있습니다",457,5.  편의 장치,프론트 트렁크,프론트 트렁크 닫는 방법
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,246_3,파워 테일게이트,458,5.  편의 장치,파워 테일게이트,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,246_4,파워 테일게이트 작동 조건,459,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동 조건
"""('HyundaiSansTextKR', 0, 9)""",,text,,246_5,시동 ‘ON’ 상태에서 기어가 ‘P’(주차) 위치에있을 때나 시동 ‘OFF’ 상태에서만 파워 테일게이트를 작동할 수 있습니다. 3 km/h 이상의 속도로 이동 중에는 파워 테일게이트를 열 수 없습니다. 안전을 위해 기어가 ‘P’(주차) 위치에 있을 때작동하십시오.,459,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동 조건
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,246_7," 차 안에 어린이나 애완동물만을 남겨두고 차량을 떠나지 마십시오. 파워 테일게이트가불필요하게 작동되어 차량이 손상될 수 있으며, 테일게이트 주변에 있는 사람이 부상을입거나 물건이 손상될 수 있습니다. 파워 테일게이트(또는 스마트 테일게이트)를 안전하게 열거나 닫을 수 있도록 차량 주변에 최소 여유 공간을 확보하십시오. 최소공간이 확보되지 않은 상태에서 파워 테일게이트를 작동하면 테일게이트가 주변의 물체(벽, 천정, 주변 차랑 등)에 부딪혀 손상될 수있으며, 주변 사람에게 부상을 입힐 수 있습니다. ",459,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동 조건
,./image/ioniq5_2024/246_8_img.jpeg,image,,246_8,,459,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동 조건
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,247_1, 파워 테일게이트가 정상적으로 작동하지 않아 수동으로 작동할 때 무리한 힘을 가하지마십시오. 파워 테일게이트가 손상될 수 있습니다. 시동이 꺼진 상태에서 파워 테일게이트를 10회 이상 작동하면 배터리가 방전될 수 있습니다. 파워 테일게이트를 반복적으로 사용할때는 시동이 걸린 상태에서 파워 테일게이트를 작동하십시오.  파워 테일게이트를 장시간 열어 두지 마십시오. 배터리가 방전될 수 있습니다.  파워 테일게이트가 작동할 때 테일게이트에무리한 힘을 가하지 마십시오. 테일게이트가손상될 수 있습니다.  테일게이트를 지지하고 있는 부품(가스리프터)을 잡지 마십시오. 부품의 변형으로 차량파손 및 안전 사고의 위험이 있을 수 있으니주의하십시오.,459,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동 조건
,./image/ioniq5_2024/247_2_img.jpeg,image,,247_2,,459,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동 조건
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,247_3, 파워 테일게이트와 관련된 부품을 임의로 개조하거나 수리하지 마십시오. 반드시 당사직영 하이테크센터나 블루핸즈에서 점검을받으십시오. ,459,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동 조건
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,247_4," 다음과 같은 경우 파워 테일게이트를 작동시키지 마십시오. 파워 테일게이트가 제대로작동하지 않을 수 있습니다. - 타이어 교체 또는 차량 점검 시 잭을 사용하여 차량의 한쪽 바퀴를 들어올린 경우- 경사지, 보도 블록 등 고르지 않은 길에 차량을 기울게 주차한 경우 자동 세차장 이용 시 테일게이트를 완전히닫은 후 중앙 도어 잠금 버튼을 눌러 모든 도어를 잠그십시오.  고압 세차 시 물 분사 압력으로 파워 테일게이트 열림/닫힘 버튼이 눌러지지 않도록 주의하십시오. ",459,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동 조건
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,247_7,"  테일게이트가 완전히 닫히지 않은 상태에서3 km/h 이상의 속도로 주행하면 경보음이10회 울립니다. 안전한 곳으로 즉시 이동하여 테일게이트를 완전히 닫고, 클러스터에테일게이트 열림 경고등이 꺼져 있는지 확인하십시오. 겨울에는 테일게이트 외부의 열림/닫힘 버튼 주변이 얼어서 버튼이 눌러지지 않을 수있습니다. 이때, 버튼 주변의 얼음을 제거한후 버튼을 누르십시오. 또는 스마트 키의 파워 테일게이트 열림/닫힘 버튼이나 실내의파워 테일게이트 열림/닫힘 버튼을 사용하여 테일게이트를 여십시오. 파워 테일게이트를 연속으로 5회 이상 작동하면 구동 모터 과열을 방지하기 위해 차량이 과열 방지 모드로 진입합니다. 이때, 작동버튼을 눌러도 파워 테일게이트가 작동하지않으며, 경보음이 3회 울립니다. 과열 방지모드 진입 후 1분이 지나고 과열 방지 모드가해제되면 파워 테일게이트를 다시 작동하십시오. ",459,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동 조건
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,248_0,파워 테일게이트 작동,460,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,248_1,"파워 테일게이트 열림/닫힘 버튼 (스마트 키, 실내)",461,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKR', 0, 7)""",,text,,248_2,A타입,461,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
,./image/ioniq5_2024/248_3_img.jpeg,image,,248_3,,461,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
"""('HyundaiSansTextKR', 0, 7)""",,text,,248_5,B타입,461,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
,./image/ioniq5_2024/248_6_img.jpeg,image,,248_6,,461,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
,./image/ioniq5_2024/248_8_img.jpeg,image,,248_8,,461,5.  편의 장치,파워 테일게이트,파워 테일게이트 작동
